brand, product_name, shipping
GIGABYTE,,114998
GIGABYTE,,629915
ASRock,,829910
MSI,,1049921
MSI,,1799914
ASUS,,1899924
MSI,,1149926
ASUS,,1259920
ASUS,,1899918
brand, product_name, shipping
GIGABYTE,,629915
GIGABYTE,,114998
3333333333333333333333
brand, product_name, shipping
GIGABYTE,,629915
GIGABYTE,,114998

GIGABYTE,,629915
GIGABYTE,,114998




1

GIGABYTE,,629915
GIGABYTE,,114998
